Feature ID	Taxon	Confidence
6df0f318c13c52f396e037c1579bb685	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus_B_483718	0.7249157059206558
3f6980d94308f078fd41eb6fcc80346b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504723; f__Aestuariivirgaceae; g__Aestuariivirga; s__Aestuariivirga litoralis	0.8889492703558399
cdcb5229a5b557818e046ffa73bafeb0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.999941530278242
c59eed3e14d23db01e8a65ae19cebff9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acetobacter	0.9379872788052558
992b67c25f2a56f314b8e7035ba18476	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae	0.9981569265568576
70c8e1f0eb9bf871d552910ef6ec34ad	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9973180173830751
7ec85412e5a47f66209d74811baf16cf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Aeromonas	0.9851397165144681
ef8031f58e994989bc1d1ac16cec186f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia	0.9999820103744818
ce60b0818ac3bd0cbe1d18ed1554c3bd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae	0.9995613684058579
ff9af7941f3d87c40aa0e398b78adc63	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9995750705435568
6b915bb184de895869177770e37376d7	d__Bacteria	0.9999560779910321
50ce59a10ce25a1bb7fb6353283d5a06	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Methylophilaceae; g__Methylophilus; s__Methylophilus sp000525025	0.8766729500275325
6c0112e6e9b77b3351dae3b4086a09ca	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_929733; g__OLB11; s__OLB11 sp001567165	0.99328204691493
814dbb7278a9aeb95adc88dad35c52ad	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_902095; g__Algoriphagus	0.9947157505112819
0a94322a4ea994e37d12281b3cbd55fd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia	0.9999956946598703
b28758a1ac42f43ceacb939897ea27d6	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae	0.9958750373535639
41d6c51ed76aa75d8332cb7250986178	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter	0.9968410706903672
97a373881df2060dea156086ed8dc05a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae	0.9998630508312563
5e8aa59b1da724d291ae2549589a56ab	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.972584026033625
ef888d9014821fe7e932557b18bf9e61	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.998109795937024
8edd773c9d1c84516764359be43312cf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Aeromonas	0.9871659133105795
fe82d69c56c4730866a5b128a232b131	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Bosea	0.9904977844922489
2936979f4791c8645295167dbef30f9c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Paracaedibacterales; f__UBA11393; g__Finniella; s__Finniella inopinata	0.9752108789390865
98eba397fae0d372f27d6d1e2573ebfc	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae	0.9977751444610307
a1ff5c46dd523efceac639a90f605865	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ideonella_A_591966	0.7852730339962595
03be3ef281edf04af56efd7663ab74c0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9369130166036734
36094f039505a417e9238a9b20e476bc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Limnohabitans_A; s__Limnohabitans_A planktonicus	0.7474063060728929
afd7817d4fe8eff929f3efba445c81c5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Limnohabitans_A	0.9926700591633492
1732bbc986d42fbaeea1c0bbb11a791e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Limnohabitans_A; s__Limnohabitans_A parvus	0.8346975829695946
3c537e0fdbb2bcfe62a4ecb7d03c66d4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9998382122048021
926c823911b687a285fd41be8bbad2fc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Sediminibacterium	0.9996948889656404
8eb1884d099c6a8797a5d9a7a512da6e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__; s__	0.9667909079382975
921821d22f5138f14112f32abc0395a7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Lacihabitans	0.9995297074408175
8a6a3c4a165ba255db529ef6f8d1c235	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia; s__	0.8422055638420489
1536b2b0f311cdd006acbeb8ec47520c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999146833550634
c8640bee8021fc1fea5d8498b253f1e3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999959097257634
f41ed1faddc989ab475b86561da3dd39	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Methyloversatilis	0.8933327604650427
5f942b8da70a6381a4a1007389171e7d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae	0.9961850152715259
6e7c7b79dbaa021da924550cc5b8d5d1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae	0.9994293453359283
63492cd58f2bd4cb345f53e64ab543b7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_902095; g__Algoriphagus	0.9936842819464383
b1bbe8a168c0650aeb5d5a9875dcc3b0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Runella; s__Runella limosa	0.9417493358720934
524d3baa091cd07c60662a5cb8139893	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.9978987299118952
203e1a8cd71a85bf551d764089e1ab97	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia; s__	0.8539706012193721
28287ae5301436f863acb8b3f6ae3d7d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.934162871362948
75cebf9a3eaafac9b11af4659c822430	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae_23353; g__SIO2C1; s__SIO2C1 sp010672925	0.9817856893864111
1e6030bba976a3810e8f217dd3e78cb2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Methylophilaceae; g__Methylophilus; s__Methylophilus sp000525025	0.9155262624843664
2e77e7a171d642b961fbcc459e37121f	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae	0.9975280850527593
7ab64535835c55109eccf6ea5ebc3c2d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Chitinibacteraceae; g__Jeongeupia	0.7567503835249829
827dc82d2c2c85252a51a71ce43ce8fe	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325	0.9697051799620432
06a1c1d47e86512d37d0a3fd8aa57c08	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325	0.8730711585846154
c1818a8b1633c5e5f52eac9ca3216f2b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Sediminibacterium	0.9998672268707236
5fc215510c76bb1b3eec105ee8da27e4	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9962862489042379
da7c2708871f1f9291c639bb33e32bab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325	0.8813304655835185
09b7d1831789c4531852d88c6a355354	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Lacihabitans	0.9990791087881221
41f53b9264dc21a48cff97270c1f4c2e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia; s__	0.8854372692632523
2c48da4c9e26d947c7d90e2f7ea55eb5	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae	0.9971207405714174
3718a0f2191a0f510b0dc5e37b1fabb8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Chitinibacteraceae; g__Jeongeupia	0.7333071701165093
32649ab101ae4789b23e0a122bf025c8	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Luteolibacter_776538	0.9280993471737304
a53749bd394571d2707d331ea872122b	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.998656200895743
f09e30073c6de9b4759204c81bea2b42	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Aeromonas	0.8582234070586818
eb03f8a8dfb43bf9bd038ea3743d25d1	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9839762081639334
387162b2b22eabdcfee83683282fabee	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__; f__; g__; s__	0.7295399416181726
b41fb11b15ee921531349b7b12c8345b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Wolbachia; s__Wolbachia pipientis_A_550493	0.9741776113834023
4714993e553184ac3331652598a65a2f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325	0.9756669460220465
ad0a3c7a747592212e875b0b9275adab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325	0.8878018678121171
95f8aa6500e037ea275d55bb68ef4f7d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9999965951897559
dfa12f41a163d3a4e88a03a0195620bb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Paracaedibacterales; f__UBA11393; g__Finniella; s__Finniella inopinata	0.9819722718544063
ca2f57298a17c71ff4c03179167bfe90	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g_892060; f__; g__; s__	0.9926498416073769
ce5f369c0a3c1ef5d109ac47d00d68b0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp011368025	0.7820930079418191
aa3395901842ca3cccd5c73df9a59c6f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Runella; s__Runella limosa	0.8384257457948817
b8ec6cec64b92cedc4a97bba4052fb97	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia; s__	0.9053947540959628
9aaff877af7f96a168906e769ed55ff9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia	0.9999953511996116
9ac6c1241ffdfe1ef73ccf1299ebb6d1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae	0.9545265135096112
c6827aea7e678eaa72f10b795cd60c62	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999822466131325
db1b6f89e0e1997ae816a39ad16855e8	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae	0.9980131681536406
